NAICS_6_Digit,NAICS_6_Title,NAICS_8_Digit,NAICS_8_Title,Differentiation_Criteria_8,Description_8,NAICS_10_Digit,NAICS_10_Title,Differentiation_Criteria_10,Description_10
922160,Fire Protection,92216002,Volunteer Fire Companies,Agency Type,Volunteer fire and rescue companies,9221600203,Volunteer Fire Companies - State/Provincial,Jurisdiction Level,Volunteer fire and rescue companies State and provincial government operations.
922160,Fire Protection,92216002,Volunteer Fire Companies,Agency Type,Volunteer fire and rescue companies,9221600204,Volunteer Fire Companies - Federal/National,Jurisdiction Level,Volunteer fire and rescue companies Federal and national government operations.
922160,Fire Protection,92216003,Fire Marshal Offices,Function,Fire investigation and prevention offices,9221600301,Fire Marshal Offices - Local/Municipal,Jurisdiction Level,Fire investigation and prevention offices Local and municipal government operations.
922160,Fire Protection,92216003,Fire Marshal Offices,Function,Fire investigation and prevention offices,9221600302,Fire Marshal Offices - County/Regional,Jurisdiction Level,Fire investigation and prevention offices County and regional government operations.
922160,Fire Protection,92216003,Fire Marshal Offices,Function,Fire investigation and prevention offices,9221600303,Fire Marshal Offices - State/Provincial,Jurisdiction Level,Fire investigation and prevention offices State and provincial government operations.
922160,Fire Protection,92216003,Fire Marshal Offices,Function,Fire investigation and prevention offices,9221600304,Fire Marshal Offices - Federal/National,Jurisdiction Level,Fire investigation and prevention offices Federal and national government operations.
922160,Fire Protection,92216004,Wildland Fire Agencies,Specialty,Forest service and wildland firefighting,9221600401,Wildland Fire Agencies - Local/Municipal,Jurisdiction Level,Forest service and wildland firefighting Local and municipal government operations.
922160,Fire Protection,92216004,Wildland Fire Agencies,Specialty,Forest service and wildland firefighting,9221600402,Wildland Fire Agencies - County/Regional,Jurisdiction Level,Forest service and wildland firefighting County and regional government operations.
922160,Fire Protection,92216004,Wildland Fire Agencies,Specialty,Forest service and wildland firefighting,9221600403,Wildland Fire Agencies - State/Provincial,Jurisdiction Level,Forest service and wildland firefighting State and provincial government operations.
922160,Fire Protection,92216004,Wildland Fire Agencies,Specialty,Forest service and wildland firefighting,9221600404,Wildland Fire Agencies - Federal/National,Jurisdiction Level,Forest service and wildland firefighting Federal and national government operations.
922190,Other Justice Public Order and Safety Activities,92219001,Emergency Management Agencies,Function,Emergency management and disaster preparedness,9221900101,Emergency Management Agencies - Local/Municipal,Jurisdiction Level,Emergency management and disaster preparedness Local and municipal government operations.
922190,Other Justice Public Order and Safety Activities,92219001,Emergency Management Agencies,Function,Emergency management and disaster preparedness,9221900102,Emergency Management Agencies - County/Regional,Jurisdiction Level,Emergency management and disaster preparedness County and regional government operations.
922190,Other Justice Public Order and Safety Activities,92219001,Emergency Management Agencies,Function,Emergency management and disaster preparedness,9221900103,Emergency Management Agencies - State/Provincial,Jurisdiction Level,Emergency management and disaster preparedness State and provincial government operations.
922190,Other Justice Public Order and Safety Activities,92219001,Emergency Management Agencies,Function,Emergency management and disaster preparedness,9221900104,Emergency Management Agencies - Federal/National,Jurisdiction Level,Emergency management and disaster preparedness Federal and national government operations.
922190,Other Justice Public Order and Safety Activities,92219002,Medical Examiner and Coroner Offices,Function,Medical examiner and coroner services,9221900201,Medical Examiner and Coroner Offices - Local/Municipal,Jurisdiction Level,Medical examiner and coroner services Local and municipal government operations.
922190,Other Justice Public Order and Safety Activities,92219002,Medical Examiner and Coroner Offices,Function,Medical examiner and coroner services,9221900202,Medical Examiner and Coroner Offices - County/Regional,Jurisdiction Level,Medical examiner and coroner services County and regional government operations.
922190,Other Justice Public Order and Safety Activities,92219002,Medical Examiner and Coroner Offices,Function,Medical examiner and coroner services,9221900203,Medical Examiner and Coroner Offices - State/Provincial,Jurisdiction Level,Medical examiner and coroner services State and provincial government operations.
922190,Other Justice Public Order and Safety Activities,92219002,Medical Examiner and Coroner Offices,Function,Medical examiner and coroner services,9221900204,Medical Examiner and Coroner Offices - Federal/National,Jurisdiction Level,Medical examiner and coroner services Federal and national government operations.
922190,Other Justice Public Order and Safety Activities,92219003,Crime Labs and Forensics,Function,Criminal forensics and crime laboratory services,9221900301,Crime Labs and Forensics - Local/Municipal,Jurisdiction Level,Criminal forensics and crime laboratory services Local and municipal government operations.
922190,Other Justice Public Order and Safety Activities,92219003,Crime Labs and Forensics,Function,Criminal forensics and crime laboratory services,9221900302,Crime Labs and Forensics - County/Regional,Jurisdiction Level,Criminal forensics and crime laboratory services County and regional government operations.
922190,Other Justice Public Order and Safety Activities,92219003,Crime Labs and Forensics,Function,Criminal forensics and crime laboratory services,9221900303,Crime Labs and Forensics - State/Provincial,Jurisdiction Level,Criminal forensics and crime laboratory services State and provincial government operations.
922190,Other Justice Public Order and Safety Activities,92219003,Crime Labs and Forensics,Function,Criminal forensics and crime laboratory services,9221900304,Crime Labs and Forensics - Federal/National,Jurisdiction Level,Criminal forensics and crime laboratory services Federal and national government operations.
922190,Other Justice Public Order and Safety Activities,92219004,911 Emergency Dispatch Centers,Function,Emergency communications and dispatch,9221900401,911 Emergency Dispatch Centers - Local/Municipal,Jurisdiction Level,Emergency communications and dispatch Local and municipal government operations.
922190,Other Justice Public Order and Safety Activities,92219004,911 Emergency Dispatch Centers,Function,Emergency communications and dispatch,9221900402,911 Emergency Dispatch Centers - County/Regional,Jurisdiction Level,Emergency communications and dispatch County and regional government operations.
922190,Other Justice Public Order and Safety Activities,92219004,911 Emergency Dispatch Centers,Function,Emergency communications and dispatch,9221900403,911 Emergency Dispatch Centers - State/Provincial,Jurisdiction Level,Emergency communications and dispatch State and provincial government operations.
922190,Other Justice Public Order and Safety Activities,92219004,911 Emergency Dispatch Centers,Function,Emergency communications and dispatch,9221900404,911 Emergency Dispatch Centers - Federal/National,Jurisdiction Level,Emergency communications and dispatch Federal and national government operations.
923110,Administration of Education Programs,92311001,Federal Education Department,Level,U.S. Department of Education,9231100101,Federal Education Department - Local/Municipal,Jurisdiction Level,U.S. Department of Education Local and municipal government operations.
923110,Administration of Education Programs,92311001,Federal Education Department,Level,U.S. Department of Education,9231100102,Federal Education Department - County/Regional,Jurisdiction Level,U.S. Department of Education County and regional government operations.
923110,Administration of Education Programs,92311001,Federal Education Department,Level,U.S. Department of Education,9231100103,Federal Education Department - State/Provincial,Jurisdiction Level,U.S. Department of Education State and provincial government operations.
923110,Administration of Education Programs,92311001,Federal Education Department,Level,U.S. Department of Education,9231100104,Federal Education Department - Federal/National,Jurisdiction Level,U.S. Department of Education Federal and national government operations.
923110,Administration of Education Programs,92311002,State Education Departments,Level,State boards of education and agencies,9231100201,State Education Departments - Local/Municipal,Jurisdiction Level,State boards of education and agencies Local and municipal government operations.
923110,Administration of Education Programs,92311002,State Education Departments,Level,State boards of education and agencies,9231100202,State Education Departments - County/Regional,Jurisdiction Level,State boards of education and agencies County and regional government operations.
923110,Administration of Education Programs,92311002,State Education Departments,Level,State boards of education and agencies,9231100203,State Education Departments - State/Provincial,Jurisdiction Level,State boards of education and agencies State and provincial government operations.
923110,Administration of Education Programs,92311002,State Education Departments,Level,State boards of education and agencies,9231100204,State Education Departments - Federal/National,Jurisdiction Level,State boards of education and agencies Federal and national government operations.
923110,Administration of Education Programs,92311003,County Education Offices,Level,County superintendents and education offices,9231100301,County Education Offices - Local/Municipal,Jurisdiction Level,County superintendents and education offices Local and municipal government operations.
923110,Administration of Education Programs,92311003,County Education Offices,Level,County superintendents and education offices,9231100302,County Education Offices - County/Regional,Jurisdiction Level,County superintendents and education offices County and regional government operations.
923110,Administration of Education Programs,92311003,County Education Offices,Level,County superintendents and education offices,9231100303,County Education Offices - State/Provincial,Jurisdiction Level,County superintendents and education offices State and provincial government operations.
923110,Administration of Education Programs,92311003,County Education Offices,Level,County superintendents and education offices,9231100304,County Education Offices - Federal/National,Jurisdiction Level,County superintendents and education offices Federal and national government operations.
923110,Administration of Education Programs,92311004,School District Administration,Level,Public school district central offices,9231100401,School District Administration - Local/Municipal,Jurisdiction Level,Public school district central offices Local and municipal government operations.
923110,Administration of Education Programs,92311004,School District Administration,Level,Public school district central offices,9231100402,School District Administration - County/Regional,Jurisdiction Level,Public school district central offices County and regional government operations.
923110,Administration of Education Programs,92311004,School District Administration,Level,Public school district central offices,9231100403,School District Administration - State/Provincial,Jurisdiction Level,Public school district central offices State and provincial government operations.
923110,Administration of Education Programs,92311004,School District Administration,Level,Public school district central offices,9231100404,School District Administration - Federal/National,Jurisdiction Level,Public school district central offices Federal and national government operations.
923120,Administration of Public Health Programs,92312001,Centers for Disease Control (CDC),Agency,Federal CDC and public health agencies,9231200101,Centers for Disease Control (CDC) - Local/Municipal,Jurisdiction Level,Federal CDC and public health agencies Local and municipal government operations.
923120,Administration of Public Health Programs,92312001,Centers for Disease Control (CDC),Agency,Federal CDC and public health agencies,9231200102,Centers for Disease Control (CDC) - County/Regional,Jurisdiction Level,Federal CDC and public health agencies County and regional government operations.
923120,Administration of Public Health Programs,92312001,Centers for Disease Control (CDC),Agency,Federal CDC and public health agencies,9231200103,Centers for Disease Control (CDC) - State/Provincial,Jurisdiction Level,Federal CDC and public health agencies State and provincial government operations.
923120,Administration of Public Health Programs,92312001,Centers for Disease Control (CDC),Agency,Federal CDC and public health agencies,9231200104,Centers for Disease Control (CDC) - Federal/National,Jurisdiction Level,Federal CDC and public health agencies Federal and national government operations.
923120,Administration of Public Health Programs,92312002,State Health Departments,Level,State public health agencies,9231200201,State Health Departments - Local/Municipal,Jurisdiction Level,State public health agencies Local and municipal government operations.
923120,Administration of Public Health Programs,92312002,State Health Departments,Level,State public health agencies,9231200202,State Health Departments - County/Regional,Jurisdiction Level,State public health agencies County and regional government operations.
923120,Administration of Public Health Programs,92312002,State Health Departments,Level,State public health agencies,9231200203,State Health Departments - State/Provincial,Jurisdiction Level,State public health agencies State and provincial government operations.
923120,Administration of Public Health Programs,92312002,State Health Departments,Level,State public health agencies,9231200204,State Health Departments - Federal/National,Jurisdiction Level,State public health agencies Federal and national government operations.
923120,Administration of Public Health Programs,92312003,County Health Departments,Level,County and local health departments,9231200301,County Health Departments - Local/Municipal,Jurisdiction Level,County and local health departments Local and municipal government operations.
923120,Administration of Public Health Programs,92312003,County Health Departments,Level,County and local health departments,9231200302,County Health Departments - County/Regional,Jurisdiction Level,County and local health departments County and regional government operations.
923120,Administration of Public Health Programs,92312003,County Health Departments,Level,County and local health departments,9231200303,County Health Departments - State/Provincial,Jurisdiction Level,County and local health departments State and provincial government operations.
923120,Administration of Public Health Programs,92312003,County Health Departments,Level,County and local health departments,9231200304,County Health Departments - Federal/National,Jurisdiction Level,County and local health departments Federal and national government operations.
923120,Administration of Public Health Programs,92312004,Food and Drug Administration (FDA),Agency,FDA and food safety agencies,9231200401,Food and Drug Administration (FDA) - Local/Municipal,Jurisdiction Level,FDA and food safety agencies Local and municipal government operations.
923120,Administration of Public Health Programs,92312004,Food and Drug Administration (FDA),Agency,FDA and food safety agencies,9231200402,Food and Drug Administration (FDA) - County/Regional,Jurisdiction Level,FDA and food safety agencies County and regional government operations.
923120,Administration of Public Health Programs,92312004,Food and Drug Administration (FDA),Agency,FDA and food safety agencies,9231200403,Food and Drug Administration (FDA) - State/Provincial,Jurisdiction Level,FDA and food safety agencies State and provincial government operations.
923120,Administration of Public Health Programs,92312004,Food and Drug Administration (FDA),Agency,FDA and food safety agencies,9231200404,Food and Drug Administration (FDA) - Federal/National,Jurisdiction Level,FDA and food safety agencies Federal and national government operations.
923130,Administration of Human Resource Programs,92313001,Social Security Administration,Program,Federal SSA and retirement programs,9231300101,Social Security Administration - Local/Municipal,Jurisdiction Level,Federal SSA and retirement programs Local and municipal government operations.
923130,Administration of Human Resource Programs,92313001,Social Security Administration,Program,Federal SSA and retirement programs,9231300102,Social Security Administration - County/Regional,Jurisdiction Level,Federal SSA and retirement programs County and regional government operations.
923130,Administration of Human Resource Programs,92313001,Social Security Administration,Program,Federal SSA and retirement programs,9231300103,Social Security Administration - State/Provincial,Jurisdiction Level,Federal SSA and retirement programs State and provincial government operations.
923130,Administration of Human Resource Programs,92313001,Social Security Administration,Program,Federal SSA and retirement programs,9231300104,Social Security Administration - Federal/National,Jurisdiction Level,Federal SSA and retirement programs Federal and national government operations.
923130,Administration of Human Resource Programs,92313002,State Social Services Agencies,Program,State welfare and family services,9231300201,State Social Services Agencies - Local/Municipal,Jurisdiction Level,State welfare and family services Local and municipal government operations.
923130,Administration of Human Resource Programs,92313002,State Social Services Agencies,Program,State welfare and family services,9231300202,State Social Services Agencies - County/Regional,Jurisdiction Level,State welfare and family services County and regional government operations.
923130,Administration of Human Resource Programs,92313002,State Social Services Agencies,Program,State welfare and family services,9231300203,State Social Services Agencies - State/Provincial,Jurisdiction Level,State welfare and family services State and provincial government operations.
923130,Administration of Human Resource Programs,92313002,State Social Services Agencies,Program,State welfare and family services,9231300204,State Social Services Agencies - Federal/National,Jurisdiction Level,State welfare and family services Federal and national government operations.
923130,Administration of Human Resource Programs,92313003,Child and Family Services,Program,Child protective and family services agencies,9231300301,Child and Family Services - Local/Municipal,Jurisdiction Level,Child protective and family services agencies Local and municipal government operations.
923130,Administration of Human Resource Programs,92313003,Child and Family Services,Program,Child protective and family services agencies,9231300302,Child and Family Services - County/Regional,Jurisdiction Level,Child protective and family services agencies County and regional government operations.
923130,Administration of Human Resource Programs,92313003,Child and Family Services,Program,Child protective and family services agencies,9231300303,Child and Family Services - State/Provincial,Jurisdiction Level,Child protective and family services agencies State and provincial government operations.
923130,Administration of Human Resource Programs,92313003,Child and Family Services,Program,Child protective and family services agencies,9231300304,Child and Family Services - Federal/National,Jurisdiction Level,Child protective and family services agencies Federal and national government operations.
923130,Administration of Human Resource Programs,92313004,Unemployment Insurance Offices,Program,State unemployment compensation programs,9231300401,Unemployment Insurance Offices - Local/Municipal,Jurisdiction Level,State unemployment compensation programs Local and municipal government operations.
923130,Administration of Human Resource Programs,92313004,Unemployment Insurance Offices,Program,State unemployment compensation programs,9231300402,Unemployment Insurance Offices - County/Regional,Jurisdiction Level,State unemployment compensation programs County and regional government operations.
923130,Administration of Human Resource Programs,92313004,Unemployment Insurance Offices,Program,State unemployment compensation programs,9231300403,Unemployment Insurance Offices - State/Provincial,Jurisdiction Level,State unemployment compensation programs State and provincial government operations.
923130,Administration of Human Resource Programs,92313004,Unemployment Insurance Offices,Program,State unemployment compensation programs,9231300404,Unemployment Insurance Offices - Federal/National,Jurisdiction Level,State unemployment compensation programs Federal and national government operations.
923130,Administration of Human Resource Programs,92313005,Medicaid and Medicare Agencies,Program,Health insurance program administration,9231300501,Medicaid and Medicare Agencies - Local/Municipal,Jurisdiction Level,Health insurance program administration Local and municipal government operations.
923130,Administration of Human Resource Programs,92313005,Medicaid and Medicare Agencies,Program,Health insurance program administration,9231300502,Medicaid and Medicare Agencies - County/Regional,Jurisdiction Level,Health insurance program administration County and regional government operations.
923130,Administration of Human Resource Programs,92313005,Medicaid and Medicare Agencies,Program,Health insurance program administration,9231300503,Medicaid and Medicare Agencies - State/Provincial,Jurisdiction Level,Health insurance program administration State and provincial government operations.
923130,Administration of Human Resource Programs,92313005,Medicaid and Medicare Agencies,Program,Health insurance program administration,9231300504,Medicaid and Medicare Agencies - Federal/National,Jurisdiction Level,Health insurance program administration Federal and national government operations.
923140,Administration of Veterans Affairs,92314001,U.S. Department of Veterans Affairs,Agency,Federal VA hospitals and benefits,9231400101,U.S. Department of Veterans Affairs - Local/Municipal,Jurisdiction Level,Federal VA hospitals and benefits Local and municipal government operations.
923140,Administration of Veterans Affairs,92314001,U.S. Department of Veterans Affairs,Agency,Federal VA hospitals and benefits,9231400102,U.S. Department of Veterans Affairs - County/Regional,Jurisdiction Level,Federal VA hospitals and benefits County and regional government operations.
923140,Administration of Veterans Affairs,92314001,U.S. Department of Veterans Affairs,Agency,Federal VA hospitals and benefits,9231400103,U.S. Department of Veterans Affairs - State/Provincial,Jurisdiction Level,Federal VA hospitals and benefits State and provincial government operations.
923140,Administration of Veterans Affairs,92314001,U.S. Department of Veterans Affairs,Agency,Federal VA hospitals and benefits,9231400104,U.S. Department of Veterans Affairs - Federal/National,Jurisdiction Level,Federal VA hospitals and benefits Federal and national government operations.
923140,Administration of Veterans Affairs,92314002,State Veterans Affairs Offices,Level,State veterans services and benefits,9231400201,State Veterans Affairs Offices - Local/Municipal,Jurisdiction Level,State veterans services and benefits Local and municipal government operations.
923140,Administration of Veterans Affairs,92314002,State Veterans Affairs Offices,Level,State veterans services and benefits,9231400202,State Veterans Affairs Offices - County/Regional,Jurisdiction Level,State veterans services and benefits County and regional government operations.
923140,Administration of Veterans Affairs,92314002,State Veterans Affairs Offices,Level,State veterans services and benefits,9231400203,State Veterans Affairs Offices - State/Provincial,Jurisdiction Level,State veterans services and benefits State and provincial government operations.
923140,Administration of Veterans Affairs,92314002,State Veterans Affairs Offices,Level,State veterans services and benefits,9231400204,State Veterans Affairs Offices - Federal/National,Jurisdiction Level,State veterans services and benefits Federal and national government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411001,Environmental Protection Agency (EPA),Agency,Federal environmental protection,9241100101,Environmental Protection Agency (EPA) - Local/Municipal,Jurisdiction Level,Federal environmental protection Local and municipal government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411001,Environmental Protection Agency (EPA),Agency,Federal environmental protection,9241100102,Environmental Protection Agency (EPA) - County/Regional,Jurisdiction Level,Federal environmental protection County and regional government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411001,Environmental Protection Agency (EPA),Agency,Federal environmental protection,9241100103,Environmental Protection Agency (EPA) - State/Provincial,Jurisdiction Level,Federal environmental protection State and provincial government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411001,Environmental Protection Agency (EPA),Agency,Federal environmental protection,9241100104,Environmental Protection Agency (EPA) - Federal/National,Jurisdiction Level,Federal environmental protection Federal and national government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411002,State Environmental Agencies,Level,State environmental quality and conservation,9241100201,State Environmental Agencies - Local/Municipal,Jurisdiction Level,State environmental quality and conservation Local and municipal government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411002,State Environmental Agencies,Level,State environmental quality and conservation,9241100202,State Environmental Agencies - County/Regional,Jurisdiction Level,State environmental quality and conservation County and regional government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411002,State Environmental Agencies,Level,State environmental quality and conservation,9241100203,State Environmental Agencies - State/Provincial,Jurisdiction Level,State environmental quality and conservation State and provincial government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411002,State Environmental Agencies,Level,State environmental quality and conservation,9241100204,State Environmental Agencies - Federal/National,Jurisdiction Level,State environmental quality and conservation Federal and national government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411003,Water Quality Management,Function,Water quality monitoring and enforcement,9241100301,Water Quality Management - Local/Municipal,Jurisdiction Level,Water quality monitoring and enforcement Local and municipal government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411003,Water Quality Management,Function,Water quality monitoring and enforcement,9241100302,Water Quality Management - County/Regional,Jurisdiction Level,Water quality monitoring and enforcement County and regional government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411003,Water Quality Management,Function,Water quality monitoring and enforcement,9241100303,Water Quality Management - State/Provincial,Jurisdiction Level,Water quality monitoring and enforcement State and provincial government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411003,Water Quality Management,Function,Water quality monitoring and enforcement,9241100304,Water Quality Management - Federal/National,Jurisdiction Level,Water quality monitoring and enforcement Federal and national government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411004,Air Quality Management Districts,Function,Air pollution control agencies,9241100401,Air Quality Management Districts - Local/Municipal,Jurisdiction Level,Air pollution control agencies Local and municipal government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411004,Air Quality Management Districts,Function,Air pollution control agencies,9241100402,Air Quality Management Districts - County/Regional,Jurisdiction Level,Air pollution control agencies County and regional government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411004,Air Quality Management Districts,Function,Air pollution control agencies,9241100403,Air Quality Management Districts - State/Provincial,Jurisdiction Level,Air pollution control agencies State and provincial government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411004,Air Quality Management Districts,Function,Air pollution control agencies,9241100404,Air Quality Management Districts - Federal/National,Jurisdiction Level,Air pollution control agencies Federal and national government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411005,Solid Waste Management Agencies,Function,Waste management and recycling programs,9241100501,Solid Waste Management Agencies - Local/Municipal,Jurisdiction Level,Waste management and recycling programs Local and municipal government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411005,Solid Waste Management Agencies,Function,Waste management and recycling programs,9241100502,Solid Waste Management Agencies - County/Regional,Jurisdiction Level,Waste management and recycling programs County and regional government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411005,Solid Waste Management Agencies,Function,Waste management and recycling programs,9241100503,Solid Waste Management Agencies - State/Provincial,Jurisdiction Level,Waste management and recycling programs State and provincial government operations.
924110,Administration of Air and Water Resource and Solid Waste Management Programs,92411005,Solid Waste Management Agencies,Function,Waste management and recycling programs,9241100504,Solid Waste Management Agencies - Federal/National,Jurisdiction Level,Waste management and recycling programs Federal and national government operations.
924120,Administration of Conservation Programs,92412001,National Park Service,Agency,Federal parks and historic sites,9241200101,National Park Service - Local/Municipal,Jurisdiction Level,Federal parks and historic sites Local and municipal government operations.
924120,Administration of Conservation Programs,92412001,National Park Service,Agency,Federal parks and historic sites,9241200102,National Park Service - County/Regional,Jurisdiction Level,Federal parks and historic sites County and regional government operations.
924120,Administration of Conservation Programs,92412001,National Park Service,Agency,Federal parks and historic sites,9241200103,National Park Service - State/Provincial,Jurisdiction Level,Federal parks and historic sites State and provincial government operations.
924120,Administration of Conservation Programs,92412001,National Park Service,Agency,Federal parks and historic sites,9241200104,National Park Service - Federal/National,Jurisdiction Level,Federal parks and historic sites Federal and national government operations.
924120,Administration of Conservation Programs,92412002,U.S. Forest Service,Agency,National forest management,9241200201,U.S. Forest Service - Local/Municipal,Jurisdiction Level,National forest management Local and municipal government operations.
924120,Administration of Conservation Programs,92412002,U.S. Forest Service,Agency,National forest management,9241200202,U.S. Forest Service - County/Regional,Jurisdiction Level,National forest management County and regional government operations.
924120,Administration of Conservation Programs,92412002,U.S. Forest Service,Agency,National forest management,9241200203,U.S. Forest Service - State/Provincial,Jurisdiction Level,National forest management State and provincial government operations.
924120,Administration of Conservation Programs,92412002,U.S. Forest Service,Agency,National forest management,9241200204,U.S. Forest Service - Federal/National,Jurisdiction Level,National forest management Federal and national government operations.
924120,Administration of Conservation Programs,92412003,State Parks and Recreation,Level,State park systems and recreation agencies,9241200301,State Parks and Recreation - Local/Municipal,Jurisdiction Level,State park systems and recreation agencies Local and municipal government operations.
924120,Administration of Conservation Programs,92412003,State Parks and Recreation,Level,State park systems and recreation agencies,9241200302,State Parks and Recreation - County/Regional,Jurisdiction Level,State park systems and recreation agencies County and regional government operations.
924120,Administration of Conservation Programs,92412003,State Parks and Recreation,Level,State park systems and recreation agencies,9241200303,State Parks and Recreation - State/Provincial,Jurisdiction Level,State park systems and recreation agencies State and provincial government operations.
924120,Administration of Conservation Programs,92412003,State Parks and Recreation,Level,State park systems and recreation agencies,9241200304,State Parks and Recreation - Federal/National,Jurisdiction Level,State park systems and recreation agencies Federal and national government operations.
924120,Administration of Conservation Programs,92412004,Fish and Wildlife Services,Function,Wildlife conservation and habitat protection,9241200401,Fish and Wildlife Services - Local/Municipal,Jurisdiction Level,Wildlife conservation and habitat protection Local and municipal government operations.
924120,Administration of Conservation Programs,92412004,Fish and Wildlife Services,Function,Wildlife conservation and habitat protection,9241200402,Fish and Wildlife Services - County/Regional,Jurisdiction Level,Wildlife conservation and habitat protection County and regional government operations.
924120,Administration of Conservation Programs,92412004,Fish and Wildlife Services,Function,Wildlife conservation and habitat protection,9241200403,Fish and Wildlife Services - State/Provincial,Jurisdiction Level,Wildlife conservation and habitat protection State and provincial government operations.
924120,Administration of Conservation Programs,92412004,Fish and Wildlife Services,Function,Wildlife conservation and habitat protection,9241200404,Fish and Wildlife Services - Federal/National,Jurisdiction Level,Wildlife conservation and habitat protection Federal and national government operations.
924120,Administration of Conservation Programs,92412005,Natural Resource Conservation,Function,Soil conservation and natural resource agencies,9241200501,Natural Resource Conservation - Local/Municipal,Jurisdiction Level,Soil conservation and natural resource agencies Local and municipal government operations.
924120,Administration of Conservation Programs,92412005,Natural Resource Conservation,Function,Soil conservation and natural resource agencies,9241200502,Natural Resource Conservation - County/Regional,Jurisdiction Level,Soil conservation and natural resource agencies County and regional government operations.
924120,Administration of Conservation Programs,92412005,Natural Resource Conservation,Function,Soil conservation and natural resource agencies,9241200503,Natural Resource Conservation - State/Provincial,Jurisdiction Level,Soil conservation and natural resource agencies State and provincial government operations.
924120,Administration of Conservation Programs,92412005,Natural Resource Conservation,Function,Soil conservation and natural resource agencies,9241200504,Natural Resource Conservation - Federal/National,Jurisdiction Level,Soil conservation and natural resource agencies Federal and national government operations.
925110,Administration of Housing Programs,92511001,Department of Housing and Urban Development,Agency,Federal HUD and housing programs,9251100101,Department of Housing and Urban Development - Local/Municipal,Jurisdiction Level,Federal HUD and housing programs Local and municipal government operations.
925110,Administration of Housing Programs,92511001,Department of Housing and Urban Development,Agency,Federal HUD and housing programs,9251100102,Department of Housing and Urban Development - County/Regional,Jurisdiction Level,Federal HUD and housing programs County and regional government operations.
925110,Administration of Housing Programs,92511001,Department of Housing and Urban Development,Agency,Federal HUD and housing programs,9251100103,Department of Housing and Urban Development - State/Provincial,Jurisdiction Level,Federal HUD and housing programs State and provincial government operations.
925110,Administration of Housing Programs,92511001,Department of Housing and Urban Development,Agency,Federal HUD and housing programs,9251100104,Department of Housing and Urban Development - Federal/National,Jurisdiction Level,Federal HUD and housing programs Federal and national government operations.
925110,Administration of Housing Programs,92511002,Public Housing Authorities,Agency Type,Local public housing agencies,9251100201,Public Housing Authorities - Local/Municipal,Jurisdiction Level,Local public housing agencies Local and municipal government operations.
925110,Administration of Housing Programs,92511002,Public Housing Authorities,Agency Type,Local public housing agencies,9251100202,Public Housing Authorities - County/Regional,Jurisdiction Level,Local public housing agencies County and regional government operations.
925110,Administration of Housing Programs,92511002,Public Housing Authorities,Agency Type,Local public housing agencies,9251100203,Public Housing Authorities - State/Provincial,Jurisdiction Level,Local public housing agencies State and provincial government operations.
925110,Administration of Housing Programs,92511002,Public Housing Authorities,Agency Type,Local public housing agencies,9251100204,Public Housing Authorities - Federal/National,Jurisdiction Level,Local public housing agencies Federal and national government operations.
925110,Administration of Housing Programs,92511003,Community Development Agencies,Function,Community and economic development offices,9251100301,Community Development Agencies - Local/Municipal,Jurisdiction Level,Community and economic development offices Local and municipal government operations.
925110,Administration of Housing Programs,92511003,Community Development Agencies,Function,Community and economic development offices,9251100302,Community Development Agencies - County/Regional,Jurisdiction Level,Community and economic development offices County and regional government operations.
925110,Administration of Housing Programs,92511003,Community Development Agencies,Function,Community and economic development offices,9251100303,Community Development Agencies - State/Provincial,Jurisdiction Level,Community and economic development offices State and provincial government operations.
925110,Administration of Housing Programs,92511003,Community Development Agencies,Function,Community and economic development offices,9251100304,Community Development Agencies - Federal/National,Jurisdiction Level,Community and economic development offices Federal and national government operations.
925120,Administration of Urban Planning and Community and Rural Development,92512001,City Planning Departments,Function,Municipal planning and zoning offices,9251200101,City Planning Departments - Local/Municipal,Jurisdiction Level,Municipal planning and zoning offices Local and municipal government operations.
925120,Administration of Urban Planning and Community and Rural Development,92512001,City Planning Departments,Function,Municipal planning and zoning offices,9251200102,City Planning Departments - County/Regional,Jurisdiction Level,Municipal planning and zoning offices County and regional government operations.
